SYNTH_RP_ID,DAY_INDEX,START_TIME,END_TIME,LUNCH_DURATION
RP_2,27,800,1615,45.0
RP_2,28,800,1615,45.0
RP_2,29,800,1615,45.0
RP_2,30,800,1615,45.0
RP_2,31,800,1615,45.0
RP_2,32,800,1615,45.0
RP_2,33,0,0,45.0
RP_2,34,0,0,45.0
RP_2,35,800,1615,45.0
RP_2,36,800,1615,45.0
RP_2,37,800,1615,45.0
RP_2,38,800,1615,45.0
RP_2,39,800,1615,45.0
RP_2,40,0,0,45.0
RP_2,41,0,0,45.0
RP_2,42,800,1615,45.0
RP_2,43,800,1615,45.0
RP_2,44,800,1615,45.0
RP_2,45,800,1615,45.0
RP_2,46,800,1615,45.0
RP_2,47,0,0,45.0
RP_2,48,0,0,45.0
RP_2,49,800,1615,45.0
RP_2,50,800,1615,45.0
RP_2,51,800,1615,45.0
RP_2,52,0,0,45.0
RP_2,53,800,1615,45.0
RP_2,54,800,1615,45.0
RP_2,55,0,0,45.0
RP_2,56,0,0,45.0
RP_2,57,800,1615,45.0
RP_2,58,800,1615,45.0
RP_2,59,800,1615,45.0
RP_2,60,800,1615,45.0
RP_2,61,800,1615,45.0
RP_2,62,0,0,45.0
RP_2,63,0,0,45.0
RP_2,64,800,1615,45.0
RP_2,65,800,1615,45.0
RP_2,66,800,1615,45.0
RP_2,67,800,1615,45.0
RP_2,68,0,0,45.0
RP_2,69,0,0,45.0
RP_2,70,800,1615,45.0
RP_2,71,800,1615,45.0
RP_2,72,800,1615,45.0
RP_2,73,800,1615,45.0
RP_2,74,800,1615,45.0
RP_2,75,0,0,45.0
RP_2,76,0,0,45.0
RP_2,77,800,1615,45.0
RP_2,78,800,1615,45.0
RP_2,79,800,1615,45.0
RP_2,80,800,1615,45.0
RP_2,81,0,0,45.0
RP_2,82,800,1615,45.0
RP_2,83,0,0,45.0
RP_3,0,800,1610,40.0
RP_3,1,800,1610,40.0
RP_3,2,800,1610,40.0
RP_3,3,800,1610,40.0
RP_3,4,800,1610,40.0
RP_3,5,0,0,40.0
RP_3,6,0,0,40.0
RP_3,7,800,1610,40.0
RP_3,8,800,1610,40.0
RP_3,9,800,1610,40.0
RP_3,10,800,1610,40.0
RP_3,11,800,1610,40.0
RP_3,12,0,0,40.0
RP_3,13,0,0,40.0
RP_3,14,0,0,40.0
RP_3,15,800,1610,40.0
RP_3,16,800,1610,40.0
RP_3,17,800,1610,40.0
RP_3,18,800,1610,40.0
RP_3,19,800,1610,40.0
RP_3,20,0,0,40.0
RP_3,21,800,1610,40.0
RP_3,22,800,1610,40.0
RP_3,23,800,1610,40.0
RP_3,24,800,1610,40.0
RP_3,25,800,1610,40.0
RP_3,26,0,0,40.0
RP_3,27,0,0,40.0
RP_3,28,800,1610,40.0
RP_3,29,800,1610,40.0
RP_3,30,800,1610,40.0
RP_3,31,800,1610,40.0
RP_3,32,800,1610,40.0
RP_3,33,0,0,40.0
RP_3,34,0,0,40.0
RP_3,35,800,1610,40.0
RP_3,36,800,1610,40.0
RP_3,37,800,1610,40.0
RP_3,38,800,1610,40.0
RP_3,39,800,1610,40.0
RP_3,40,0,0,40.0
RP_3,41,0,0,40.0
RP_3,42,800,1610,40.0
RP_3,43,800,1610,40.0
RP_3,44,800,1610,40.0
RP_3,45,800,1610,40.0
RP_3,46,0,0,40.0
RP_3,47,800,1610,40.0
RP_3,48,800,1610,40.0
RP_3,49,800,1610,40.0
RP_3,50,800,1610,40.0
RP_3,51,800,1610,40.0
RP_3,52,800,1610,40.0
RP_3,53,800,1610,40.0
RP_3,54,0,0,40.0
RP_3,55,0,0,40.0
RP_3,56,800,1610,40.0
RP_3,57,800,1610,40.0
RP_3,58,800,1610,40.0
RP_3,59,800,1610,40.0
RP_3,60,800,1610,40.0
RP_3,61,0,0,40.0
RP_3,62,0,0,40.0
RP_3,63,800,1610,40.0
RP_3,64,800,1610,40.0
RP_3,65,800,1610,40.0
RP_3,66,800,1610,40.0
RP_3,67,0,0,40.0
RP_3,68,0,0,40.0
RP_3,69,800,1610,40.0
RP_3,70,0,0,40.0
RP_3,71,800,1610,40.0
RP_3,72,800,1610,40.0
RP_3,73,800,1610,40.0
RP_3,74,800,1610,40.0
RP_3,75,800,1610,40.0
RP_3,76,0,0,40.0
RP_3,77,0,0,40.0
RP_3,78,800,1610,40.0
RP_3,79,800,1610,40.0
RP_3,80,800,1610,40.0
RP_3,81,800,1610,40.0
RP_3,82,0,0,40.0
RP_3,83,0,0,40.0
RP_3,84,800,1610,40.0
RP_3,85,800,1610,40.0
RP_3,86,800,1610,40.0
RP_3,87,800,1610,40.0
RP_3,88,800,1610,40.0
RP_3,89,0,0,40.0
RP_3,90,0,0,40.0
RP_4,0,800,1610,40.0
RP_4,1,800,1610,40.0
RP_4,2,800,1610,40.0
RP_4,3,800,1610,40.0
RP_4,4,800,1610,40.0
RP_4,5,0,0,40.0
RP_4,6,0,0,40.0
RP_4,7,800,1610,40.0
RP_4,8,800,1610,40.0
RP_4,9,800,1610,40.0
RP_4,10,800,1610,40.0
RP_4,11,800,1610,40.0
RP_4,12,0,0,40.0
RP_4,13,0,0,40.0
RP_4,14,0,0,40.0
RP_4,15,800,1610,40.0
RP_4,16,800,1610,40.0
RP_4,17,800,1610,40.0
RP_4,18,800,1610,40.0
RP_4,19,800,1610,40.0
RP_4,20,0,0,40.0
RP_4,21,800,1610,40.0
RP_4,22,800,1610,40.0
RP_4,23,800,1610,40.0
RP_4,24,800,1610,40.0
RP_4,25,800,1610,40.0
RP_4,26,800,1610,40.0
RP_4,27,0,0,40.0
RP_4,28,0,0,40.0
RP_4,29,800,1610,40.0
RP_4,30,800,1610,40.0
RP_4,31,800,1610,40.0
RP_4,32,800,1610,40.0
RP_4,33,0,0,40.0
RP_4,34,0,0,40.0
RP_4,35,800,1610,40.0
RP_4,36,800,1610,40.0
RP_4,37,800,1610,40.0
RP_4,38,800,1610,40.0
RP_4,39,800,1610,40.0
RP_4,40,0,0,40.0
RP_4,41,0,0,40.0
RP_4,42,0,0,40.0
RP_4,43,800,1610,40.0
RP_4,44,800,1610,40.0
RP_4,45,800,1610,40.0
RP_4,46,800,1610,40.0
RP_4,47,800,1610,40.0
RP_4,48,0,0,40.0
RP_4,49,800,1610,40.0
RP_4,50,800,1610,40.0
RP_4,51,800,1610,40.0
RP_4,52,800,1610,40.0
RP_4,53,800,1610,40.0
RP_4,54,0,0,40.0
RP_4,55,0,0,40.0
RP_4,56,800,1610,40.0
RP_4,57,800,1610,40.0
RP_4,58,800,1610,40.0
RP_4,59,800,1610,40.0
RP_4,60,800,1610,40.0
RP_4,61,0,0,40.0
RP_4,62,0,0,40.0
RP_4,63,800,1610,40.0
RP_4,64,800,1610,40.0
RP_4,65,800,1610,40.0
RP_4,66,800,1610,40.0
RP_4,67,800,1610,40.0
RP_4,68,0,0,40.0
RP_4,69,0,0,40.0
RP_4,70,800,1610,40.0
RP_4,71,800,1610,40.0
RP_4,72,800,1610,40.0
RP_4,73,0,0,40.0
RP_4,74,800,1610,40.0
RP_4,75,800,1610,40.0
RP_4,76,0,0,40.0
RP_4,77,800,1610,40.0
RP_4,78,800,1610,40.0
RP_4,79,800,1610,40.0
RP_4,80,800,1610,40.0
RP_4,81,800,1610,40.0
RP_4,82,800,1610,40.0
RP_4,83,0,0,40.0
RP_4,84,0,0,40.0
RP_4,85,800,1610,40.0
RP_4,86,800,1610,40.0
RP_4,87,800,1610,40.0
RP_4,88,800,1610,40.0
RP_4,89,800,1610,40.0
RP_4,90,0,0,40.0
RP_5,0,800,1610,40.0
RP_5,1,800,1610,40.0
RP_5,2,800,1610,40.0
RP_5,3,800,1610,40.0
RP_5,4,800,1610,40.0
RP_5,5,0,0,40.0
RP_5,6,0,0,40.0
RP_5,7,800,1610,40.0
RP_5,8,800,1610,40.0
RP_5,9,800,1610,40.0
RP_5,10,800,1610,40.0
RP_5,11,800,1610,40.0
RP_5,12,800,1610,40.0
RP_5,13,0,0,40.0
RP_5,14,0,0,40.0
RP_5,15,800,1610,40.0
RP_5,16,800,1610,40.0
RP_5,17,800,1610,40.0
RP_5,18,800,1610,40.0
RP_5,19,800,1610,40.0
RP_5,20,0,0,40.0
RP_5,21,800,1610,40.0
RP_5,22,800,1610,40.0
RP_5,23,800,1610,40.0
RP_5,24,800,1610,40.0
RP_5,25,800,1610,40.0
RP_5,26,0,0,40.0
RP_5,27,0,0,40.0
RP_5,28,800,1610,40.0
RP_5,29,800,1610,40.0
RP_5,30,800,1610,40.0
RP_5,31,800,1610,40.0
RP_5,32,800,1610,40.0
RP_5,33,0,0,40.0
RP_5,34,0,0,40.0
RP_5,35,800,1610,40.0
RP_5,36,800,1610,40.0
RP_5,37,800,1610,40.0
RP_5,38,800,1610,40.0
RP_5,39,800,1610,40.0
RP_5,40,0,0,40.0
RP_5,41,0,0,40.0
RP_5,42,800,1610,40.0
RP_5,43,800,1610,40.0
RP_5,44,800,1610,40.0
RP_5,45,0,0,40.0
RP_5,46,800,1610,40.0
RP_5,47,800,1610,40.0
RP_5,48,0,0,40.0
RP_5,49,800,1610,40.0
RP_5,50,800,1610,40.0
RP_5,51,800,1610,40.0
RP_5,52,800,1610,40.0
RP_5,53,800,1610,40.0
RP_5,54,0,0,40.0
RP_5,55,0,0,40.0
RP_5,56,800,1610,40.0
RP_5,57,800,1610,40.0
RP_5,58,800,1610,40.0
RP_5,59,800,1610,40.0
RP_5,60,800,1610,40.0
RP_5,61,0,0,40.0
RP_5,62,0,0,40.0
RP_5,63,800,1610,40.0
RP_5,64,800,1610,40.0
RP_5,65,800,1610,40.0
RP_5,66,800,1610,40.0
RP_5,67,0,0,40.0
RP_5,68,0,0,40.0
RP_5,69,800,1610,40.0
RP_5,70,0,0,40.0
RP_5,71,800,1610,40.0
RP_5,72,800,1610,40.0
RP_5,73,800,1610,40.0
RP_5,74,800,1610,40.0
RP_5,75,800,1610,40.0
RP_5,76,0,0,40.0
RP_5,77,800,1610,40.0
RP_5,78,800,1610,40.0
RP_5,79,800,1610,40.0
RP_5,80,800,1610,40.0
RP_5,81,800,1610,40.0
RP_5,82,0,0,40.0
RP_5,83,0,0,40.0
RP_5,84,800,1610,40.0
RP_5,85,800,1610,40.0
RP_5,86,800,1610,40.0
RP_5,87,800,1610,40.0
RP_5,88,800,1610,40.0
RP_5,89,800,1610,40.0
RP_5,90,0,0,40.0
RP_6,0,800,1610,40.0
RP_6,1,800,1610,40.0
RP_6,2,800,1610,40.0
RP_6,3,800,1610,40.0
RP_6,4,800,1610,40.0
RP_6,5,0,0,40.0
RP_6,6,0,0,40.0
RP_6,7,800,1610,40.0
RP_6,8,800,1610,40.0
RP_6,9,800,1610,40.0
RP_6,10,800,1610,40.0
RP_6,11,800,1610,40.0
RP_6,12,0,0,40.0
RP_6,13,0,0,40.0
RP_6,14,0,0,40.0
RP_6,15,800,1610,40.0
RP_6,16,800,1610,40.0
RP_6,17,800,1610,40.0
RP_6,18,800,1610,40.0
RP_6,19,800,1610,40.0
RP_6,20,0,0,40.0
RP_6,21,800,1610,40.0
RP_6,22,800,1610,40.0
RP_6,23,800,1610,40.0
RP_6,24,800,1610,40.0
RP_6,25,800,1610,40.0
RP_6,26,0,0,40.0
RP_6,27,0,0,40.0
RP_6,28,800,1610,40.0
RP_6,29,800,1610,40.0
RP_6,30,800,1610,40.0
RP_6,31,800,1610,40.0
RP_6,32,800,1610,40.0
RP_6,33,0,0,40.0
RP_6,34,0,0,40.0
RP_6,35,800,1610,40.0
RP_6,36,800,1610,40.0
RP_6,37,800,1610,40.0
RP_6,38,800,1610,40.0
RP_6,39,800,1610,40.0
RP_6,40,0,0,40.0
RP_6,41,0,0,40.0
RP_6,42,800,1610,40.0
RP_6,43,800,1610,40.0
RP_6,44,800,1610,40.0
RP_6,45,0,0,40.0
RP_6,46,0,0,40.0
RP_6,47,800,1610,40.0
RP_6,48,800,1610,40.0
RP_6,49,0,0,40.0
RP_6,50,800,1610,40.0
RP_6,51,800,1610,40.0
RP_6,52,800,1610,40.0
RP_6,53,800,1610,40.0
RP_6,54,0,0,40.0
RP_6,55,0,0,40.0
RP_6,56,800,1610,40.0
RP_6,57,800,1610,40.0
RP_6,58,800,1610,40.0
RP_6,59,800,1610,40.0
RP_6,60,800,1610,40.0
RP_6,61,0,0,40.0
RP_6,62,0,0,40.0
RP_6,63,800,1610,40.0
RP_6,64,800,1610,40.0
RP_6,65,800,1610,40.0
RP_6,66,800,1610,40.0
RP_6,67,800,1610,40.0
RP_6,68,0,0,40.0
RP_6,69,0,0,40.0
RP_6,70,0,0,40.0
RP_6,71,800,1610,40.0
RP_6,72,800,1610,40.0
RP_6,73,800,1610,40.0
RP_6,74,800,1610,40.0
RP_6,75,800,1610,40.0
RP_6,76,0,0,40.0
RP_6,77,0,0,40.0
RP_6,78,800,1610,40.0
RP_6,79,800,1610,40.0
RP_6,80,800,1610,40.0
RP_6,81,800,1610,40.0
RP_6,82,0,0,40.0
RP_6,83,0,0,40.0
RP_6,84,800,1610,40.0
RP_6,85,800,1610,40.0
RP_6,86,800,1610,40.0
RP_6,87,800,1610,40.0
RP_6,88,800,1610,40.0
RP_6,89,0,0,40.0
RP_6,90,0,0,40.0
RP_7,0,800,1610,40.0
RP_7,1,800,1610,40.0
RP_7,2,800,1610,40.0
RP_7,3,800,1610,40.0
RP_7,4,800,1610,40.0
RP_7,5,0,0,40.0
RP_7,6,0,0,40.0
RP_7,7,800,1610,40.0
RP_7,8,800,1610,40.0
RP_7,9,800,1610,40.0
RP_7,10,800,1610,40.0
RP_7,11,800,1610,40.0
RP_7,12,0,0,40.0
RP_7,13,0,0,40.0
RP_7,14,0,0,40.0
RP_7,15,800,1610,40.0
RP_7,16,800,1610,40.0
RP_7,17,800,1610,40.0
RP_7,18,800,1610,40.0
RP_7,19,800,1610,40.0
RP_7,20,0,0,40.0
RP_7,21,0,0,40.0
RP_7,22,800,1610,40.0
RP_7,23,800,1610,40.0
RP_7,24,800,1610,40.0
RP_7,25,800,1610,40.0
RP_7,26,0,0,40.0
RP_7,27,0,0,40.0
RP_7,28,800,1610,40.0
RP_7,29,800,1610,40.0
RP_7,30,800,1610,40.0
RP_7,31,800,1610,40.0
RP_7,32,800,1610,40.0
RP_7,33,0,0,40.0
RP_7,34,0,0,40.0
RP_7,35,800,1610,40.0
RP_7,36,800,1610,40.0
RP_7,37,800,1610,40.0
RP_7,38,800,1610,40.0
RP_7,39,0,0,40.0
RP_7,40,0,0,40.0
RP_7,41,800,1610,40.0
RP_7,42,0,0,40.0
RP_7,43,800,1610,40.0
RP_7,44,800,1610,40.0
RP_7,45,800,1610,40.0
RP_7,46,800,1610,40.0
RP_7,47,800,1610,40.0
RP_7,48,0,0,40.0
RP_7,49,0,0,40.0
RP_7,50,800,1610,40.0
RP_7,51,800,1610,40.0
RP_7,52,800,1610,40.0
RP_7,53,800,1610,40.0
RP_7,54,0,0,40.0
RP_7,55,0,0,40.0
RP_7,56,800,1610,40.0
RP_7,57,800,1610,40.0
RP_7,58,800,1610,40.0
RP_7,59,800,1610,40.0
RP_7,60,800,1610,40.0
RP_7,61,0,0,40.0
RP_7,62,0,0,40.0
RP_7,63,800,1610,40.0
RP_7,64,800,1610,40.0
RP_7,65,800,1610,40.0
RP_7,66,800,1610,40.0
RP_7,67,800,1610,40.0
RP_7,68,0,0,40.0
RP_7,69,0,0,40.0
RP_7,70,800,1610,40.0
RP_7,71,800,1610,40.0
RP_7,72,800,1610,40.0
RP_7,73,0,0,40.0
RP_7,74,800,1610,40.0
RP_7,75,800,1610,40.0
RP_7,76,0,0,40.0
RP_7,77,800,1610,40.0
RP_7,78,800,1610,40.0
RP_7,79,800,1610,40.0
RP_7,80,800,1610,40.0
RP_7,81,800,1610,40.0
RP_7,82,0,0,40.0
RP_7,83,0,0,40.0
RP_7,84,800,1610,40.0
RP_7,85,800,1610,40.0
RP_7,86,800,1610,40.0
RP_7,87,800,1610,40.0
RP_7,88,800,1610,40.0
RP_7,89,0,0,40.0
RP_7,90,0,0,40.0
RP_8,0,0,0,40.0
RP_8,1,800,1740,40.0
RP_8,2,800,1740,40.0
RP_8,3,800,1740,40.0
RP_8,4,800,1740,40.0
RP_8,5,0,0,40.0
RP_8,6,0,0,40.0
RP_8,7,800,1740,40.0
RP_8,8,800,1740,40.0
RP_8,9,800,1740,40.0
RP_8,10,800,1740,40.0
RP_8,11,0,0,40.0
RP_8,12,0,0,40.0
RP_8,13,0,0,40.0
RP_8,14,0,0,40.0
RP_8,15,0,0,40.0
RP_8,16,800,1740,40.0
RP_8,17,800,1740,40.0
RP_8,18,800,1740,40.0
RP_8,19,800,1740,40.0
RP_8,20,0,0,40.0
RP_8,21,800,1740,40.0
RP_8,22,800,1740,40.0
RP_8,23,800,1740,40.0
RP_8,24,800,1740,40.0
RP_8,25,0,0,40.0
RP_8,26,0,0,40.0
RP_8,27,0,0,40.0
RP_8,28,0,0,40.0
RP_8,29,800,1740,40.0
RP_8,30,800,1740,40.0
RP_8,31,800,1740,40.0
RP_8,32,800,1740,40.0
RP_8,33,800,1740,40.0
RP_8,34,0,0,40.0
RP_8,35,0,0,40.0
RP_8,36,0,0,40.0
RP_8,37,800,1740,40.0
RP_8,38,800,1740,40.0
RP_8,39,800,1740,40.0
RP_8,40,0,0,40.0
RP_8,41,0,0,40.0
RP_8,42,800,1740,40.0
RP_8,43,800,1740,40.0
RP_8,44,0,0,40.0
RP_8,45,0,0,40.0
RP_8,46,800,1740,40.0
RP_8,47,800,1740,40.0
RP_8,48,0,0,40.0
RP_8,49,0,0,40.0
RP_8,50,800,1740,40.0
RP_8,51,800,1740,40.0
RP_8,52,800,1740,40.0
RP_8,53,800,1740,40.0
RP_8,54,0,0,40.0
RP_8,55,0,0,40.0
RP_8,56,800,1740,40.0
RP_8,57,0,0,40.0
RP_8,58,800,1740,40.0
RP_8,59,800,1740,40.0
RP_8,60,800,1740,40.0
RP_8,61,800,1740,40.0
RP_8,62,0,0,40.0
RP_8,63,0,0,40.0
RP_8,64,800,1740,40.0
RP_8,65,800,1740,40.0
RP_8,66,800,1740,40.0
RP_8,67,0,0,40.0
RP_8,68,800,1740,40.0
RP_8,69,0,0,40.0
RP_8,70,0,0,40.0
RP_8,71,800,1740,40.0
RP_8,72,0,0,40.0
RP_8,73,0,0,40.0
RP_8,74,800,1740,40.0
RP_8,75,800,1740,40.0
RP_8,76,0,0,40.0
RP_8,77,0,0,40.0
RP_8,78,800,1740,40.0
RP_8,79,800,1740,40.0
RP_8,80,800,1740,40.0
RP_8,81,800,1740,40.0
RP_8,82,0,0,40.0
RP_8,83,0,0,40.0
RP_8,84,800,1740,40.0
RP_8,85,800,1740,40.0
RP_8,86,800,1740,40.0
RP_8,87,0,0,40.0
RP_8,88,800,1740,40.0
RP_8,89,0,0,40.0
RP_8,90,0,0,40.0
RP_9,0,800,1610,40.0
RP_9,1,800,1610,40.0
RP_9,2,800,1610,40.0
RP_9,3,800,1610,40.0
RP_9,4,800,1610,40.0
RP_9,5,0,0,40.0
RP_9,6,0,0,40.0
RP_9,7,800,1610,40.0
RP_9,8,800,1610,40.0
RP_9,9,800,1610,40.0
RP_9,10,800,1610,40.0
RP_9,11,800,1610,40.0
RP_9,12,0,0,40.0
RP_9,13,0,0,40.0
RP_9,14,0,0,40.0
RP_9,15,800,1610,40.0
RP_9,16,800,1610,40.0
RP_9,17,800,1610,40.0
RP_9,18,800,1610,40.0
RP_9,19,800,1610,40.0
RP_9,20,0,0,40.0
RP_9,21,800,1610,40.0
RP_9,22,800,1610,40.0
RP_9,23,800,1610,40.0
RP_9,24,800,1610,40.0
RP_9,25,800,1610,40.0
RP_9,26,0,0,40.0
RP_9,27,0,0,40.0
RP_9,28,800,1610,40.0
RP_9,29,800,1610,40.0
RP_9,30,800,1610,40.0
RP_9,31,800,1610,40.0
RP_9,32,800,1610,40.0
RP_9,33,0,0,40.0
RP_9,34,0,0,40.0
RP_9,35,800,1610,40.0
RP_9,36,800,1610,40.0
RP_9,37,800,1610,40.0
RP_9,38,800,1610,40.0
RP_9,39,800,1610,40.0
RP_9,40,0,0,40.0
RP_9,41,0,0,40.0
RP_9,42,800,1610,40.0
RP_9,43,800,1610,40.0
RP_9,44,800,1610,40.0
RP_9,45,800,1610,40.0
RP_9,46,0,0,40.0
RP_9,47,800,1610,40.0
RP_9,48,0,0,40.0
RP_9,49,800,1610,40.0
RP_9,50,800,1610,40.0
RP_9,51,800,1610,40.0
RP_9,52,800,1610,40.0
RP_9,53,800,1610,40.0
RP_9,54,0,0,40.0
RP_9,55,0,0,40.0
RP_9,56,800,1610,40.0
RP_9,57,800,1610,40.0
RP_9,58,800,1610,40.0
RP_9,59,800,1610,40.0
RP_9,60,800,1610,40.0
RP_9,61,0,0,40.0
RP_9,62,0,0,40.0
RP_9,63,800,1610,40.0
RP_9,64,800,1610,40.0
RP_9,65,800,1610,40.0
RP_9,66,800,1610,40.0
RP_9,67,0,0,40.0
RP_9,68,800,1610,40.0
RP_9,69,800,1610,40.0
RP_9,70,0,0,40.0
RP_9,71,800,1610,40.0
RP_9,72,800,1610,40.0
RP_9,73,800,1610,40.0
RP_9,74,800,1610,40.0
RP_9,75,800,1610,40.0
RP_9,76,0,0,40.0
RP_9,77,800,1610,40.0
RP_9,78,800,1610,40.0
RP_9,79,800,1610,40.0
RP_9,80,800,1610,40.0
RP_9,81,800,1610,40.0
RP_9,82,0,0,40.0
RP_9,83,0,0,40.0
RP_9,84,800,1610,40.0
RP_9,85,800,1610,40.0
RP_9,86,800,1610,40.0
RP_9,87,800,1610,40.0
RP_9,88,0,0,40.0
RP_9,89,0,0,40.0
RP_9,90,800,1610,40.0
RP_10,0,800,1740,40.0
RP_10,1,800,1740,40.0
RP_10,2,800,1740,40.0
RP_10,3,800,1740,40.0
RP_10,4,0,0,40.0
RP_10,5,800,1740,40.0
RP_10,6,0,0,40.0
RP_10,7,0,0,40.0
RP_10,8,800,1740,40.0
RP_10,9,800,1740,40.0
RP_10,10,0,0,40.0
RP_10,11,800,1740,40.0
RP_10,12,0,0,40.0
RP_10,13,0,0,40.0
RP_10,14,0,0,40.0
RP_10,15,0,0,40.0
RP_10,16,800,1740,40.0
RP_10,17,800,1740,40.0
RP_10,18,800,1740,40.0
RP_10,19,800,1740,40.0
RP_10,20,0,0,40.0
RP_10,21,800,1740,40.0
RP_10,22,800,1740,40.0
RP_10,23,800,1740,40.0
RP_10,24,800,1740,40.0
RP_10,25,0,0,40.0
RP_10,26,0,0,40.0
RP_10,27,0,0,40.0
RP_10,28,0,0,40.0
RP_10,29,800,1740,40.0
RP_10,30,800,1740,40.0
RP_10,31,800,1740,40.0
RP_10,32,800,1740,40.0
RP_10,33,0,0,40.0
RP_10,34,0,0,40.0
RP_10,35,800,1740,40.0
RP_10,36,0,0,40.0
RP_10,37,800,1740,40.0
RP_10,38,800,1740,40.0
RP_10,39,800,1740,40.0
RP_10,40,0,0,40.0
RP_10,41,0,0,40.0
RP_10,42,800,1740,40.0
RP_10,43,800,1740,40.0
RP_10,44,0,0,40.0
RP_10,45,0,0,40.0
RP_10,46,800,1740,40.0
RP_10,47,800,1740,40.0
RP_10,48,0,0,40.0
RP_10,49,0,0,40.0
RP_10,50,800,1740,40.0
RP_10,51,800,1740,40.0
RP_10,52,800,1740,40.0
RP_10,53,800,1740,40.0
RP_10,54,0,0,40.0
RP_10,55,0,0,40.0
RP_10,56,800,1740,40.0
RP_10,57,800,1740,40.0
RP_10,58,800,1740,40.0
RP_10,59,0,0,40.0
RP_10,60,800,1740,40.0
RP_10,61,0,0,40.0
RP_10,62,0,0,40.0
RP_10,63,800,1740,40.0
RP_10,64,800,1740,40.0
RP_10,65,800,1740,40.0
RP_10,66,800,1740,40.0
