0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
"{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 0, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 1, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 1, 'order': 1}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 0, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 1, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 1, 'order': 3}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 0, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 1, 'order': 3}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 1, 'order': 3}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 0, 'order': 3}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 1, 'order': 3}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 1, 'order': 5}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 0, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 1, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 1, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 2, 'order': 1}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 0, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 1, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 1, 'order': 3}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 2, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 2, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 2, 'order': 4}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 0, 'order': 4}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 1, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 1, 'order': 4}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 2, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 2, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 2, 'order': 2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 0, 'order': 6}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 1, 'order': 8}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 1, 'order': 4}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 2, 'order': 4}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 2, 'order': 7}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 2, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 2, 'order': 2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 0, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 1, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 1, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 3, 'order': 1}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 0, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 1, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 1, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 2, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 3, 'order': 0}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 3, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance', 'depth': 3, 'order': 2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 0, 'order': 4}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 1, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 1, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 2, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 2, 'order': 4}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 3, 'order': 17}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 3, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 3, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 3, 'order': 3}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 3, 'order': 4}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 3, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 3, 'order': 3}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity variance estimated_atomicity', 'depth': 3, 'order': 2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 0, 'order': 5}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 1, 'order': 5}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 1, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 2, 'order': 39}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 2, 'order': 3}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 2, 'order': 3}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 2, 'order': 2}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 3, 'order': 44}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 3, 'order': 40}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 3, 'order': 17}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 3, 'order': 5}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 3, 'order': 3}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 3, 'order': 4}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'variance estimated_atomicity', 'depth': 3, 'order': 2}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 0, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 1, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 1, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 2, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 3, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 4, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 4, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 4, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 4, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 4, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 4, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 4, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 4, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 4, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 4, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 4, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 4, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 4, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 4, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 4, 'order': 1}","{'problem': 'GC_L', 'pRef_method': 'Tabu', 'ps_budget': 5000, 'ps_population': 100, 'metrics': 'simplicity estimated_atomicity', 'depth': 4, 'order': 1}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
